,vertex id,x,y
506,506,11.8202823793,13.6488717285
507,507,9.133846404,14.5794764183
508,508,9.6711326255,14.2692740737
509,509,8.5965606161,14.2692743241
510,510,8.5965606161,13.648871449
511,511,1.6118679284,0.3102009874
512,512,2.6864330612,0.3102023099
513,513,2.1491518421,0.6204017857
514,514,8.5965606161,11.7876617308
515,515,9.133846404,11.4774596366
516,516,0.5372974738,2.1714102608
517,517,0.5372974738,3.4122188939
518,518,1.07459248,3.1020205839
519,519,1.07459248,2.4816085708
